"taxon","structural_zero (Response = Non_Responder)","structural_zero (Response = Responder)"
"GGB79417",FALSE,FALSE
"GGB9574",FALSE,FALSE
"GGB9575",FALSE,FALSE
"GGB9580",FALSE,FALSE
"Hungatella",FALSE,FALSE
"Lactonifactor",FALSE,FALSE
"Massilioclostridium",FALSE,FALSE
"Paraclostridium",TRUE,FALSE
"Sarcina",TRUE,FALSE
"Anaerofustis",FALSE,FALSE
"Eubacteriaceae_unclassified",FALSE,FALSE
"Eubacterium",FALSE,FALSE
"GGB29685",TRUE,FALSE
"GGB32033",TRUE,FALSE
"GGB3262",TRUE,FALSE
"GGB3263",FALSE,TRUE
"GGB3265",FALSE,FALSE
"GGB3267",TRUE,FALSE
"GGB3277",FALSE,FALSE
"GGB3278",FALSE,FALSE
"GGB3280",FALSE,TRUE
"GGB3281",FALSE,FALSE
"GGB35068",FALSE,FALSE
"GGB3722",FALSE,FALSE
"GGB3724",FALSE,FALSE
"Intestinibacillus",FALSE,FALSE
"Pseudoramibacter",FALSE,FALSE
"Alterileibacterium",FALSE,FALSE
"Anaerovorax",FALSE,FALSE
"Bacilliculturomica",FALSE,FALSE
"Emergencia",FALSE,FALSE
"Eubacteriales_Family_XIII_Incertae_Sedis_unclassified",FALSE,FALSE
"GGB2977",FALSE,FALSE
"GGB2980",FALSE,FALSE
"GGB2987",FALSE,FALSE
"GGB32387",FALSE,FALSE
"Lentihominibacter",FALSE,FALSE
"Mogibacterium",FALSE,FALSE
"Zhenpiania",FALSE,FALSE
"Candidatus_Cibionibacter",FALSE,FALSE
"Candidatus_Soleaferrea",TRUE,FALSE
"Colidextribacter",FALSE,FALSE
"Eubacteriales_unclassified",FALSE,FALSE
"Evtepia",FALSE,FALSE
"Fenollaria",FALSE,FALSE
"Gemmiger",FALSE,FALSE
"GGB45643",FALSE,FALSE
"GGB48168",FALSE,FALSE
"GGB9563",FALSE,FALSE
"GGB9759",FALSE,FALSE
"GGB9760",FALSE,FALSE
"Intestinimonas",FALSE,FALSE
"Levyella",FALSE,FALSE
"Massilistercora",FALSE,FALSE
"Feifania",FALSE,FALSE
"Anaerobutyricum",FALSE,FALSE
"Anaerosacchariphilus",FALSE,FALSE
"Anaerostipes",FALSE,FALSE
"Anaerotignum",FALSE,FALSE
"Bariatricus",FALSE,FALSE
"Blautia",FALSE,FALSE
"Brotolimicola",FALSE,FALSE
"Butyrivibrio",FALSE,FALSE
"Catenibacillus",FALSE,FALSE
"Coprococcus",FALSE,FALSE
"Cuneatibacter",FALSE,FALSE
"Diplocloster",FALSE,FALSE
"Dorea",FALSE,FALSE
"Eisenbergiella",FALSE,FALSE
"Enterocloster",FALSE,FALSE
"Extibacter",FALSE,FALSE
"Faecalicatena",FALSE,FALSE
"Faecalimonas",FALSE,FALSE
"Frisingicoccus",FALSE,FALSE
"Fusicatenibacter",FALSE,FALSE
"GGB13283",FALSE,TRUE
"GGB25053",FALSE,FALSE
"GGB25063",TRUE,FALSE
"GGB28640",FALSE,FALSE
"GGB33657",FALSE,TRUE
"GGB3429",FALSE,TRUE
"GGB3433",FALSE,FALSE
"GGB3440",TRUE,FALSE
"GGB3441",FALSE,FALSE
"GGB3444",FALSE,FALSE
"GGB3446",FALSE,FALSE
"GGB34476",FALSE,TRUE
"GGB3449",FALSE,FALSE
"GGB3451",FALSE,FALSE
"GGB3474",TRUE,FALSE
"GGB3475",FALSE,FALSE
"GGB3496",FALSE,FALSE
"GGB3497",FALSE,FALSE
"GGB3504",FALSE,FALSE
"GGB3516",TRUE,FALSE
"GGB3518",FALSE,FALSE
"GGB3519",FALSE,FALSE
"GGB3534",FALSE,FALSE
"GGB3537",FALSE,FALSE
"GGB3538",FALSE,FALSE
"GGB35456",TRUE,FALSE
"GGB3576",FALSE,FALSE
"GGB3583",FALSE,FALSE
"GGB3585",FALSE,FALSE
"GGB3588",FALSE,FALSE
"GGB3593",FALSE,FALSE
"GGB3600",FALSE,FALSE
"GGB3602",FALSE,FALSE
"GGB3603",FALSE,FALSE
"GGB3606",FALSE,FALSE
"GGB3609",FALSE,FALSE
"GGB3619",FALSE,FALSE
"GGB3622",TRUE,FALSE
"GGB3626",FALSE,FALSE
"GGB3627",FALSE,FALSE
"GGB3637",TRUE,FALSE
"GGB3640",TRUE,FALSE
"GGB3649",FALSE,FALSE
"GGB3653",FALSE,FALSE
"GGB3664",FALSE,TRUE
"GGB3677",FALSE,FALSE
"GGB3678",FALSE,FALSE
"GGB3733",FALSE,FALSE
"GGB3740",FALSE,FALSE
"GGB3743",TRUE,FALSE
"GGB3816",FALSE,FALSE
"GGB3817",FALSE,FALSE
"GGB3818",FALSE,FALSE
"GGB3819",FALSE,FALSE
"GGB38239",TRUE,FALSE
"GGB3828",FALSE,FALSE
"GGB3859",FALSE,TRUE
"GGB3862",FALSE,TRUE
"GGB3883",FALSE,TRUE
"GGB3885",TRUE,FALSE
"GGB39570",TRUE,FALSE
"GGB41473",FALSE,FALSE
"GGB42184",TRUE,FALSE
"GGB42674",TRUE,FALSE
"GGB42689",FALSE,FALSE
"GGB51441",FALSE,FALSE
"GGB55957",FALSE,FALSE
"GGB58067",TRUE,FALSE
"GGB58071",FALSE,FALSE
"GGB74505",FALSE,FALSE
"GGB79394",TRUE,FALSE
"GGB81342",FALSE,FALSE
"Jingyaoa",FALSE,FALSE
"Jutongia",FALSE,FALSE
"Kineothrix",FALSE,FALSE
"Lachnoanaerobaculum",FALSE,TRUE
"Lachnoclostridium",FALSE,FALSE
"Lachnospira",FALSE,FALSE
"Lachnospiraceae_unclassified",FALSE,FALSE
"Lachnotalea",FALSE,FALSE
"Lacrimispora",FALSE,FALSE
"Luxibacter",FALSE,FALSE
"Marvinbryantia",FALSE,FALSE
"Mediterraneibacter",FALSE,FALSE
"Merdimonas",FALSE,FALSE
"Murimonas",FALSE,FALSE
"Niameybacter",TRUE,FALSE
"Oliverpabstia",FALSE,FALSE
"Oribacterium",FALSE,TRUE
"Qiania",FALSE,FALSE
"Robinsoniella",TRUE,FALSE
"Roseburia",FALSE,FALSE
"Sellimonas",FALSE,FALSE
"Simiaoa",FALSE,FALSE
"Tyzzerella",FALSE,FALSE
"Velocimicrobium",FALSE,FALSE
"Wansuia",FALSE,FALSE
"Wujia",FALSE,FALSE
"Zhenhengia",FALSE,FALSE
"Acetivibrio",FALSE,FALSE
"Agathobaculum",FALSE,FALSE
"Anaerofilum",FALSE,FALSE
"Anaeromassilibacillus",FALSE,FALSE
"Anaerotruncus",FALSE,FALSE
"Angelakisella",FALSE,FALSE
"Bittarella",FALSE,FALSE
"Congzhengia",FALSE,FALSE
"Drancourtella",FALSE,FALSE
"Dysosmobacter",FALSE,FALSE
"Faecalibacterium",FALSE,FALSE
"Flavonifractor",FALSE,FALSE
"Fournierella",FALSE,FALSE
"Fumia",FALSE,FALSE
"GGB13463",FALSE,TRUE
"GGB13489",FALSE,FALSE
"GGB13493",FALSE,FALSE
"GGB25333",TRUE,FALSE
"GGB3152",FALSE,FALSE
"GGB3167",FALSE,FALSE
"GGB3169",TRUE,FALSE
"GGB3171",FALSE,TRUE
"GGB3204",TRUE,FALSE
"GGB3220",FALSE,FALSE
"GGB32451",FALSE,FALSE
"GGB3247",TRUE,FALSE
"GGB3285",FALSE,TRUE
"GGB32900",FALSE,FALSE
"GGB3340",FALSE,FALSE
"GGB3343",FALSE,FALSE
"GGB3344",FALSE,FALSE
"GGB3345",TRUE,FALSE
"GGB33469",FALSE,FALSE
"GGB34228",FALSE,FALSE
"GGB36331",FALSE,FALSE
"GGB38744",FALSE,FALSE
"GGB38987",FALSE,FALSE
"GGB41366",TRUE,FALSE
"GGB45537",FALSE,TRUE
"GGB45540",FALSE,FALSE
"GGB45596",FALSE,FALSE
"GGB45599",FALSE,FALSE
"GGB78928",TRUE,FALSE
"GGB79104",FALSE,FALSE
"GGB79118",FALSE,FALSE
"GGB84149",TRUE,FALSE
"GGB9237",FALSE,FALSE
"GGB9452",FALSE,FALSE
"GGB9453",FALSE,FALSE
"GGB9454",TRUE,FALSE
"GGB9455",TRUE,FALSE
"GGB9457",FALSE,TRUE
"GGB9469",FALSE,FALSE
"GGB9495",FALSE,FALSE
"GGB9590",FALSE,FALSE
"GGB9591",TRUE,FALSE
"GGB9593",FALSE,FALSE
"GGB9594",FALSE,TRUE
"GGB9595",TRUE,FALSE
"GGB9597",FALSE,FALSE
"GGB9602",FALSE,FALSE
"GGB9603",TRUE,FALSE
"GGB9608",FALSE,FALSE
"GGB9611",FALSE,FALSE
"GGB9613",FALSE,FALSE
"GGB9614",FALSE,FALSE
"GGB9616",FALSE,FALSE
"GGB9618",FALSE,FALSE
"GGB9619",FALSE,FALSE
"GGB9620",FALSE,FALSE
"GGB9621",FALSE,FALSE
"GGB9623",FALSE,FALSE
"GGB9627",FALSE,FALSE
"GGB9628",TRUE,FALSE
"GGB9630",FALSE,FALSE
"GGB9634",FALSE,FALSE
"GGB9635",FALSE,FALSE
"GGB9636",FALSE,FALSE
"GGB9637",FALSE,FALSE
"GGB9640",FALSE,FALSE
"GGB9641",FALSE,FALSE
"GGB9642",FALSE,FALSE
"GGB9646",FALSE,FALSE
"GGB9667",FALSE,FALSE
"GGB9668",FALSE,FALSE
"GGB9699",FALSE,FALSE
"GGB9707",FALSE,FALSE
"GGB9708",FALSE,FALSE
"GGB9710",FALSE,FALSE
"GGB9715",FALSE,FALSE
"GGB9716",FALSE,FALSE
"GGB9724",FALSE,FALSE
"GGB9730",FALSE,FALSE
"GGB9737",FALSE,FALSE
"GGB9739",FALSE,FALSE
"GGB9743",TRUE,FALSE
"Hydrogeniiclostridium",FALSE,FALSE
"Hydrogenoanaerobacterium",FALSE,FALSE
"Lawsonibacter",FALSE,FALSE
"Ligaoa",FALSE,FALSE
"Massiliimalia",FALSE,FALSE
"Monoglobus",FALSE,FALSE
"Neglectibacter",FALSE,FALSE
"Neobittarella",FALSE,FALSE
"Oscillibacter",FALSE,FALSE
"Oscillospiraceae_unclassified",FALSE,FALSE
"Phocea",FALSE,FALSE
"Provencibacterium",FALSE,FALSE
"Pseudoflavonifractor",FALSE,FALSE
"Pseudoruminococcus",FALSE,FALSE
"Qingrenia",TRUE,FALSE
"Ruminococcus",FALSE,FALSE
"Ruthenibacterium",FALSE,FALSE
"Vescimonas",FALSE,FALSE
"Yanshouia",FALSE,FALSE
"Youxingia",FALSE,FALSE
"Zongyangia",FALSE,FALSE
"Peptococcus",FALSE,FALSE
"Clostridioides",FALSE,FALSE
"GGB4456",FALSE,FALSE
"Intestinibacter",FALSE,FALSE
"Mediannikoviicoccus",TRUE,FALSE
"Paeniclostridium",FALSE,TRUE
"Peptacetobacter",FALSE,TRUE
"Peptostreptococcaceae_unclassified",TRUE,FALSE
"Peptostreptococcus",FALSE,FALSE
"Romboutsia",FALSE,FALSE
"Terrisporobacter",FALSE,FALSE
"Yeguia",FALSE,FALSE
"Catenibacterium",FALSE,FALSE
"Coprobacillus",FALSE,FALSE
"Allobaculum",TRUE,FALSE
"Amedibacillus",FALSE,FALSE
"Amedibacterium",FALSE,FALSE
"Candidatus_Stoquefichus",FALSE,FALSE
"Copranaerobaculum",FALSE,FALSE
"Dielma",FALSE,FALSE
"Erysipelatoclostridium",FALSE,FALSE
"Erysipelotrichaceae_unclassified",FALSE,TRUE
"Faecalibacillus",FALSE,FALSE
"Faecalicoccus",FALSE,FALSE
"Faecalitalea",FALSE,FALSE
"GGB31184",TRUE,FALSE
"GGB48567",FALSE,TRUE
"GGB4888",TRUE,FALSE
"Holdemanella",FALSE,FALSE
"Holdemania",FALSE,FALSE
"Longibaculum",FALSE,FALSE
"Longicatena",FALSE,FALSE
"Massilicoli",FALSE,FALSE
"Massilimicrobiota",FALSE,FALSE
"Merdibacter",TRUE,FALSE
"Solobacterium",FALSE,FALSE
"Traorella",FALSE,FALSE
"Turicibacter",FALSE,FALSE
"Firmicutes_unclassified",FALSE,FALSE
"GGB3680",FALSE,FALSE
"GGB52002",FALSE,FALSE
"GGB9509",FALSE,FALSE
"GGB9511",FALSE,FALSE
"GGB9512",FALSE,FALSE
"GGB9513",TRUE,FALSE
"Negativibacillus",FALSE,FALSE
"Acidaminococcus",FALSE,FALSE
"GGB4239",TRUE,FALSE
"GGB4249",FALSE,FALSE
"GGB4257",TRUE,FALSE
"Phascolarctobacterium",FALSE,FALSE
"GGB42711",TRUE,FALSE
"Megamonas",FALSE,FALSE
"Mitsuokella",FALSE,TRUE
"Allisonella",FALSE,FALSE
"Anaeroglobus",FALSE,FALSE
"Colibacter",TRUE,FALSE
"Dialister",FALSE,FALSE
"GGB4266",FALSE,TRUE
"GGB4277",FALSE,FALSE
"Megasphaera",FALSE,FALSE
"Veillonella",FALSE,FALSE
"Veillonellaceae_unclassified",FALSE,FALSE
"Acidilutibacter",FALSE,TRUE
"Anaerococcus",FALSE,FALSE
"Finegoldia",FALSE,FALSE
"Helcococcus",FALSE,TRUE
"Lagierella",TRUE,FALSE
"Parvimonas",FALSE,FALSE
"Peptoniphilus",FALSE,FALSE
"Urinicoccus",FALSE,TRUE
"Paratissierella",TRUE,FALSE
"Ezakiella",FALSE,FALSE
"Kallipyga",TRUE,FALSE
"Tissierellia_unclassified",TRUE,FALSE
"Cetobacterium",FALSE,FALSE
"Fusobacterium",FALSE,FALSE
"GGB4386",FALSE,FALSE
"GGB81434",FALSE,TRUE
"Leptotrichia",TRUE,FALSE
"Sneathia",FALSE,TRUE
"GGB6470",FALSE,FALSE
"GGB6518",FALSE,FALSE
"GGB6519",TRUE,FALSE
"GGB6522",FALSE,TRUE
"GGB6512",TRUE,FALSE
"Victivallis",FALSE,FALSE
"Bradyrhizobium",FALSE,FALSE
"Shinella",FALSE,FALSE
"Sphingomonas",FALSE,FALSE
"Burkholderiaceae_unclassified",FALSE,TRUE
"Acidovorax",FALSE,TRUE
"Comamonas",FALSE,FALSE
"Diaphorobacter",FALSE,TRUE
"GGB6648",TRUE,FALSE
"GGB6649",FALSE,FALSE
"Oxalobacter",FALSE,FALSE
"Dakarella",FALSE,FALSE
"Duodenibacillus",FALSE,FALSE
"GGB36599",FALSE,FALSE
"GGB6546",FALSE,FALSE
"GGB6553",FALSE,TRUE
"GGB6554",FALSE,TRUE
"GGB6565",FALSE,FALSE
"GGB6566",TRUE,FALSE
"GGB6568",TRUE,FALSE
"GGB6572",TRUE,FALSE
"GGB6580",TRUE,FALSE
"Mesosutterella",FALSE,FALSE
"Parasutterella",FALSE,FALSE
"Sutterella",FALSE,FALSE
"Turicimonas",FALSE,FALSE
"Microvirgula",FALSE,TRUE
"Eikenella",FALSE,TRUE
"Neisseria",FALSE,TRUE
"GGB6606",FALSE,FALSE
"GGB6544",FALSE,FALSE
"GGB6585",TRUE,FALSE
"GGB6601",FALSE,FALSE
"GGB38511",FALSE,TRUE
"GGB6608",TRUE,FALSE
"GGB6609",FALSE,FALSE
"GGB6610",FALSE,FALSE
"GGB6612",FALSE,FALSE
"GGB6613",FALSE,FALSE
"GGB6611",TRUE,FALSE
"Bilophila",FALSE,FALSE
"Desulfovibrio",FALSE,FALSE
"GGB28319",TRUE,FALSE
"GGB9813",FALSE,FALSE
"GGB9815",FALSE,FALSE
"GGB9817",TRUE,FALSE
"GGB9818",FALSE,FALSE
"GGB9819",FALSE,FALSE
"Campylobacter",FALSE,FALSE
"Aeromonas",TRUE,FALSE
"Succinatimonas",FALSE,TRUE
"Citrobacter",FALSE,FALSE
"Enterobacter",FALSE,FALSE
"Escherichia",FALSE,FALSE
"Klebsiella",FALSE,FALSE
"Kluyvera",FALSE,TRUE
"Phytobacter",FALSE,TRUE
"Raoultella",TRUE,FALSE
"Hafnia",FALSE,FALSE
"Morganella",FALSE,FALSE
"Proteus",FALSE,FALSE
"Providencia",FALSE,FALSE
"Serratia",FALSE,TRUE
"Aggregatibacter",TRUE,FALSE
"Haemophilus",FALSE,FALSE
"Pseudomonas",FALSE,FALSE
"Xanthomonas",TRUE,FALSE
"Cloacibacillus",FALSE,FALSE
"Jonquetella",TRUE,FALSE
"Pyramidobacter",FALSE,FALSE
"GGB4745",FALSE,FALSE
"GGB4749",TRUE,FALSE
"GGB4750",TRUE,FALSE
"GGB13818",TRUE,FALSE
"GGB6132",FALSE,TRUE
"GGB6133",TRUE,FALSE
"GGB6528",TRUE,FALSE
"GGB52930",TRUE,FALSE
"GGB6123",FALSE,FALSE
"GGB6126",FALSE,FALSE
"GGB6131",FALSE,TRUE
"Puniceicoccaceae_unclassified",FALSE,FALSE
"Akkermansia",FALSE,FALSE
"GGB6529",TRUE,FALSE
"Saccharomyces",FALSE,TRUE
"Blastocystis",FALSE,FALSE
"Candidatus_Methanomethylophilaceae",FALSE,FALSE
"Methanomassiliicoccaceae",FALSE,FALSE
"Methanobacteriaceae",FALSE,FALSE
"Actinomycetaceae",FALSE,FALSE
"Bifidobacteriaceae",FALSE,FALSE
"Corynebacteriaceae",FALSE,FALSE
"Lawsonellaceae",FALSE,FALSE
"Microbacteriaceae",FALSE,FALSE
"Micrococcaceae",FALSE,FALSE
"Tropherymataceae",FALSE,TRUE
"Propionibacteriaceae",FALSE,FALSE
"FGB12107",FALSE,FALSE
"FGB2801",TRUE,FALSE
"FGB2992",FALSE,FALSE
"FGB77153",FALSE,TRUE
"FGB77156",FALSE,TRUE
"FGB77988",FALSE,FALSE
"Atopobiaceae",FALSE,FALSE
"Coriobacteriaceae",FALSE,FALSE
"Eggerthellaceae",FALSE,FALSE
"Bacteria_unclassified",FALSE,FALSE
"Bacteroidaceae",FALSE,FALSE
"Bacteroidales_unclassified",FALSE,FALSE
"Barnesiellaceae",FALSE,FALSE
"Dysgonomonadaceae",FALSE,TRUE
"Muribaculaceae",FALSE,FALSE
"Odoribacteraceae",FALSE,FALSE
"Porphyromonadaceae",FALSE,FALSE
"Prevotellaceae",FALSE,FALSE
"Rikenellaceae",FALSE,FALSE
"Tannerellaceae",FALSE,FALSE
"FGB11479",FALSE,FALSE
"FGB1670",FALSE,FALSE
"FGB33839",FALSE,FALSE
"FGB4405",FALSE,FALSE
"FGB4425",FALSE,FALSE
"FGB529",FALSE,FALSE
"FGB593",TRUE,FALSE
"FGB602",FALSE,FALSE
"FGB618",FALSE,FALSE
"FGB629",FALSE,FALSE
"FGB658",FALSE,FALSE
"FGB667",FALSE,FALSE
"FGB668",FALSE,FALSE
"FGB9395",FALSE,TRUE
"Candidatus_Gastranaerophilales_unclassified",FALSE,FALSE
"FGB2106",FALSE,FALSE
"FGB2107",FALSE,FALSE
"Candidatus_Nanoperiomorbaceae",TRUE,FALSE
"Candidatus_Nanogingivalaceae",FALSE,FALSE
"Candidatus_Saccharibacteria_unclassified",FALSE,FALSE
"Candidatus_Nanosynbacteraceae",FALSE,FALSE
"Candidatus_Saccharimonadaceae",FALSE,FALSE
"Bacillaceae",FALSE,TRUE
"Bacillales_unclassified",FALSE,FALSE
"Staphylococcaceae",FALSE,FALSE
"Aerococcaceae",FALSE,TRUE
"Carnobacteriaceae",FALSE,FALSE
"Enterococcaceae",FALSE,FALSE
"Lactobacillaceae",FALSE,FALSE
"Streptococcaceae",FALSE,FALSE
"FGB10021",FALSE,FALSE
"FGB1011",FALSE,FALSE
"FGB1012",FALSE,FALSE
"FGB10290",FALSE,FALSE
"FGB10299",TRUE,FALSE
"FGB10309",FALSE,FALSE
"FGB10314",FALSE,TRUE
"FGB10318",FALSE,FALSE
"FGB10325",TRUE,FALSE
"FGB10341",TRUE,FALSE
"FGB10477",FALSE,FALSE
"FGB11257",TRUE,FALSE
"FGB1126",FALSE,FALSE
"FGB11739",FALSE,FALSE
"FGB11916",FALSE,FALSE
"FGB1192",TRUE,FALSE
"FGB1201",FALSE,FALSE
"FGB1211",FALSE,FALSE
"FGB1217",FALSE,FALSE
"FGB1226",FALSE,FALSE
"FGB1227",FALSE,FALSE
"FGB1249",FALSE,FALSE
"FGB1258",FALSE,FALSE
"FGB1260",FALSE,FALSE
"FGB1262",FALSE,FALSE
"FGB1292",FALSE,FALSE
"FGB1298",FALSE,FALSE
"FGB1303",FALSE,FALSE
"FGB1311",FALSE,FALSE
"FGB1320",FALSE,FALSE
"FGB1325",FALSE,FALSE
"FGB1333",FALSE,TRUE
"FGB1347",FALSE,TRUE
"FGB1354",FALSE,FALSE
"FGB1355",TRUE,FALSE
"FGB1359",FALSE,FALSE
"FGB1374",FALSE,FALSE
"FGB1380",FALSE,FALSE
"FGB1425",TRUE,FALSE
"FGB1470",FALSE,FALSE
"FGB1473",FALSE,FALSE
"FGB1474",FALSE,FALSE
"FGB14936",FALSE,FALSE
"FGB15212",FALSE,TRUE
"FGB1538",FALSE,FALSE
"FGB1677",TRUE,FALSE
"FGB16911",FALSE,TRUE
"FGB1695",FALSE,FALSE
"FGB1765",FALSE,FALSE
"FGB1776",FALSE,FALSE
"FGB1777",TRUE,FALSE
"FGB1778",TRUE,FALSE
"FGB1779",FALSE,FALSE
"FGB1780",FALSE,FALSE
"FGB1785",FALSE,FALSE
"FGB1798",FALSE,FALSE
"FGB1814",FALSE,FALSE
"FGB1838",FALSE,TRUE
"FGB24517",FALSE,FALSE
"FGB25492",FALSE,TRUE
"FGB2830",FALSE,TRUE
"FGB2831",FALSE,FALSE
"FGB2833",FALSE,FALSE
"FGB2834",FALSE,FALSE
"FGB28369",FALSE,FALSE
"FGB2837",FALSE,FALSE
"FGB2838",FALSE,FALSE
"FGB2839",FALSE,FALSE
"FGB2840",FALSE,FALSE
"FGB2844",FALSE,FALSE
"FGB2845",FALSE,FALSE
"FGB2846",FALSE,FALSE
"FGB2870",FALSE,TRUE
"FGB2873",TRUE,FALSE
"FGB2875",FALSE,FALSE
"FGB28775",FALSE,FALSE
"FGB2880",FALSE,FALSE
"FGB2881",FALSE,FALSE
"FGB2889",FALSE,FALSE
"FGB2890",FALSE,FALSE
"FGB2897",FALSE,FALSE
"FGB2898",FALSE,FALSE
"FGB2906",FALSE,FALSE
"FGB2915",FALSE,FALSE
"FGB2917",FALSE,FALSE
"FGB2918",FALSE,FALSE
"FGB2930",FALSE,FALSE
"FGB2932",FALSE,FALSE
"FGB2936",FALSE,FALSE
"FGB2937",FALSE,FALSE
"FGB2941",TRUE,FALSE
"FGB2942",TRUE,FALSE
"FGB2945",FALSE,FALSE
"FGB2949",FALSE,FALSE
"FGB2950",FALSE,FALSE
"FGB2952",FALSE,FALSE
"FGB2954",FALSE,FALSE
"FGB2957",FALSE,FALSE
"FGB2959",FALSE,FALSE
"FGB2960",FALSE,FALSE
"FGB2964",FALSE,FALSE
"FGB2979",FALSE,FALSE
"FGB2982",FALSE,FALSE
"FGB2983",FALSE,FALSE
"FGB2984",FALSE,FALSE
"FGB2985",FALSE,FALSE
"FGB2997",FALSE,FALSE
"FGB2999",TRUE,FALSE
"FGB3002",FALSE,FALSE
"FGB3004",FALSE,FALSE
"FGB3009",FALSE,FALSE
"FGB3012",FALSE,FALSE
"FGB3022",FALSE,FALSE
"FGB3023",FALSE,FALSE
"FGB3026",TRUE,FALSE
"FGB30287",FALSE,FALSE
"FGB30328",FALSE,FALSE
"FGB3038",FALSE,FALSE
"FGB3041",FALSE,FALSE
"FGB3043",FALSE,FALSE
"FGB3047",FALSE,FALSE
"FGB3048",FALSE,FALSE
"FGB3054",FALSE,FALSE
"FGB3057",FALSE,FALSE
"FGB3062",FALSE,FALSE
"FGB3069",FALSE,FALSE
"FGB3070",FALSE,FALSE
"FGB3071",FALSE,FALSE
"FGB3072",FALSE,FALSE
"FGB31455",FALSE,FALSE
"FGB3172",FALSE,FALSE
"FGB320",FALSE,FALSE
"FGB3297",FALSE,TRUE
"FGB32970",FALSE,FALSE
"FGB3625",FALSE,TRUE
"FGB38642",FALSE,FALSE
"FGB38703",FALSE,FALSE
"FGB38791",TRUE,FALSE
"FGB40183",FALSE,FALSE
"FGB40230",FALSE,TRUE
"FGB40333",TRUE,FALSE
"FGB4529",TRUE,FALSE
"FGB45503",FALSE,FALSE
"FGB45555",FALSE,FALSE
"FGB4559",FALSE,FALSE
"FGB45628",FALSE,FALSE
"FGB4605",FALSE,FALSE
"FGB4616",FALSE,FALSE
"FGB4623",FALSE,FALSE
"FGB4648",FALSE,FALSE
"FGB47591",TRUE,FALSE
"FGB4761",TRUE,FALSE
"FGB4806",FALSE,FALSE
"FGB51793",TRUE,FALSE
"FGB52309",FALSE,TRUE
"FGB5569",TRUE,FALSE
"FGB58251",FALSE,TRUE
"FGB72899",FALSE,FALSE
"FGB72904",FALSE,FALSE
"FGB72924",FALSE,FALSE
"FGB72939",FALSE,FALSE
"FGB73062",FALSE,FALSE
"FGB73185",TRUE,FALSE
"FGB73223",FALSE,TRUE
"FGB73902",FALSE,FALSE
"FGB74971",TRUE,FALSE
"FGB75497",TRUE,FALSE
"FGB75721",FALSE,FALSE
"FGB77202",FALSE,FALSE
"FGB77220",FALSE,FALSE
"FGB77241",FALSE,FALSE
"FGB77243",FALSE,FALSE
"FGB77406",TRUE,FALSE
"FGB77508",FALSE,FALSE
"FGB77566",FALSE,FALSE
"FGB78183",FALSE,FALSE
"FGB78291",FALSE,TRUE
"FGB78335",FALSE,TRUE
"FGB78645",TRUE,FALSE
"FGB78697",TRUE,FALSE
"FGB79211",FALSE,FALSE
"FGB79237",FALSE,FALSE
"FGB79244",FALSE,TRUE
"FGB79245",FALSE,FALSE
"FGB79253",TRUE,FALSE
"FGB79266",FALSE,FALSE
"FGB79270",TRUE,FALSE
"FGB79291",FALSE,FALSE
"FGB79294",FALSE,FALSE
"FGB79326",FALSE,FALSE
"FGB79363",FALSE,FALSE
"FGB8140",TRUE,FALSE
"FGB82363",FALSE,FALSE
"FGB82399",TRUE,FALSE
"FGB8287",FALSE,FALSE
"FGB83839",FALSE,FALSE
"FGB9115",FALSE,FALSE
"FGB9119",FALSE,FALSE
"FGB9120",FALSE,FALSE
"FGB9238",FALSE,FALSE
"FGB9272",FALSE,FALSE
"FGB9491",FALSE,FALSE
"FGB9512",FALSE,FALSE
"FGB9536",FALSE,FALSE
"FGB9583",TRUE,FALSE
"FGB9714",TRUE,FALSE
"FGB9718",FALSE,FALSE
"FGB9977",FALSE,TRUE
"FGB9989",FALSE,FALSE
"Candidatus_Borkfalkiaceae",FALSE,FALSE
"Clostridia_unclassified",FALSE,FALSE
"Bianqueaceae",FALSE,FALSE
"Christensenellaceae",FALSE,FALSE
"Clostridiaceae",FALSE,FALSE
"Eubacteriaceae",FALSE,FALSE
"Eubacteriales_Family_XIII_Incertae_Sedis",FALSE,FALSE
"Eubacteriales_incertae_sedis",FALSE,FALSE
"Eubacteriales_unclassified",FALSE,FALSE
"Feifaniaceae",FALSE,FALSE
"Lachnospiraceae",FALSE,FALSE
"Oscillospiraceae",FALSE,FALSE
"Peptococcaceae",FALSE,FALSE
"Peptostreptococcaceae",FALSE,FALSE
"Yeguiaceae",FALSE,FALSE
"Coprobacillaceae",FALSE,FALSE
"Erysipelotrichaceae",FALSE,FALSE
"Turicibacteraceae",FALSE,FALSE
"Firmicutes_unclassified",FALSE,FALSE
"Acidaminococcaceae",FALSE,FALSE
"Selenomonadaceae",FALSE,FALSE
"Veillonellaceae",FALSE,FALSE
"Acidilutibacteraceae",FALSE,TRUE
"Peptoniphilaceae",FALSE,FALSE
"Tissierellaceae",TRUE,FALSE
"Tissierellia_unclassified",FALSE,FALSE
"Fusobacteriaceae",FALSE,FALSE
"Leptotrichiaceae",FALSE,FALSE
"FGB2345",FALSE,FALSE
"FGB2378",FALSE,FALSE
"Victivallaceae",FALSE,FALSE
"Nitrobacteraceae",FALSE,FALSE
"Rhizobiaceae",FALSE,FALSE
"Sphingomonadaceae",FALSE,FALSE
"Burkholderiaceae",FALSE,TRUE
"Comamonadaceae",FALSE,FALSE
"Oxalobacteraceae",FALSE,FALSE
